DIP编码,DIP名称,权重,DIP住院费用,DIP收入,DIP结余,结余率(%),预计结算点数,入组病例数,高倍率病例数,低倍率病例数,超支病例,服务性收入
K80.0:51.2300+54.5101,胆囊结石伴有急性胆囊炎:腹腔镜下胆囊切除术+腹腔镜下肠粘连松解术,1.99,447459.98,385471.6693,-61988.31072,-0.138533754,35088.58608,17,2,0,14,137933.3
I48.9,心房颤动和心房扑动，未特指,0.454,215659.35,153722.1768,-61937.17324,-0.287199109,12319.04651,24,3,1,23,38006.67
K35.8:47.0100,其他和未特指的急性阑尾炎:腹腔镜下阑尾切除术,1,506496.57,444878.8464,-61617.72361,-0.12165477,39572.13514,39,2,0,30,159569.31
I11.9,高血压心脏病不伴有（充血性)心力衰竭,0.508,295829.47,234584.9201,-61244.54993,-0.207026534,20074.0332,35,14,0,27,40308.4
A09.9,未特指病因的胃肠炎和结肠炎,0.23,441806.06,380751.05,-61055.00997,-0.138194143,30065.87315,108,8,11,67,128178.09
G:SS,神经系统疾病:手术操作,4.798,635233.75,574327.4194,-60906.33062,-0.095880187,44421.37787,14,1,11,13,90203.44
D12.4:45.4302,降结肠良性肿瘤:内镜下结肠病损切除术,0.856,1233692.18,1173015.489,-60676.69079,-0.049183007,113371.4911,132,2,0,68,328909.55
I20:ZLXCZ,心绞痛:治疗性操作,2.442,523356.83,462694.1771,-60662.6529,-0.115910693,43018.1805,37,0,30,33,128114.87
M15.9,未特指的多关节病,0.65,275823.02,215288.2864,-60534.73358,-0.219469476,18793.7279,27,2,4,19,47567.31
J06.9,未特指的急性上呼吸道感染,0.196,567579.34,507157.0382,-60422.30178,-0.106456133,41553.05313,212,6,5,170,177180.73
I49.3,心室过早除极,0.482,292058.54,231700.6085,-60357.93154,-0.206663813,19950.52991,41,2,2,35,40094.44
I35:SS,非风湿性主动脉瓣疾患:相关手术,15.154,1213018.55,1152800.865,-60217.68491,-0.049642839,99591.00476,7,1,1,4,321074.82
G:BSZL,神经系统疾病:保守治疗,0.781,273847.24,213655.9175,-60191.32253,-0.219798902,18270.74743,27,0,6,23,59380.48
C49,,0,59959.08,0,-59959.08,-1,0,1,0,0,1,70695.04
J18.1,未特指的大叶性肺炎,0.452,338066.91,278357.4829,-59709.42707,-0.176620146,21593.10598,47,3,2,43,103365.56
I61:ZLXCZ,脑内出血:治疗性操作,4.604,300861.66,241582.8781,-59278.78193,-0.19703003,22699.73297,7,0,3,7,155358.81
S:SS,损伤、中毒和外因的某些其他后果:手术操作,2.911,338427.73,279441.0508,-58986.67925,-0.174296235,21201.74057,11,1,6,8,117062.14
I72.0:39.7203,颈动脉瘤和动脉夹层:经导管颅内动脉瘤栓塞术,14.443,240730.02,182158.4936,-58571.52636,-0.243307945,14443,1,0,0,1,256029.65
I60.1:39.7503,大脑中动脉的蛛网膜下出血:经导管颅内动脉瘤裸弹簧圈栓塞术,13.513,260089.62,201705.8662,-58383.75375,-0.224475524,13513,1,0,0,1,294233.75
C15:ZLXCZ,食管恶性肿瘤:治疗性操作,2.703,465742.18,407428.6718,-58313.50819,-0.125205555,31532.06208,6,2,1,4,200710.25
I25.1:88.5500,动脉硬化性心脏病:单根导管的冠状动脉造影术,0.925,534377.27,476171.9651,-58205.30486,-0.108921745,42391.77814,26,6,0,19,120511.43
I61.1,大脑半球的脑内出血，皮质的,1.255,231929.03,174356.1067,-57572.92329,-0.248235089,13451.54335,14,1,5,11,44969.56
D13.0:42.3305,食管良性肿瘤:内镜食管黏膜下剥离术,2.102,551066.7,493827.9757,-57238.72426,-0.103868959,44142,21,0,0,19,190311.62
N18.5:39.2700x001,慢性肾脏疾病，5期:为肾透析的动静脉造瘘术,1.7,312626.27,255511.1431,-57115.12693,-0.182694586,23890.54164,12,3,1,10,149338.22
M17:SS,膝关节病:相关手术,2.207,427314.36,370575.1472,-56739.21284,-0.132780964,33244.63033,15,1,5,10,235427.07
D12.2:45.4307,升结肠良性肿瘤:内镜下结肠黏膜切除术(EMR),0.908,848906.43,792224.8522,-56681.57784,-0.066770113,75760.46737,82,3,0,53,217253.25
G44.2,紧张型头痛,0.526,367617.13,311144.3915,-56472.73847,-0.153618354,27880.84584,50,7,1,37,63504.36
L08.9,皮肤和皮下组织未特指的局部感染,0.283,214174.73,158049.8875,-56124.84252,-0.262051655,9737.374278,24,5,4,23,64149.4
C:SS,肿瘤:手术操作,3.047,371255.61,315223.6208,-56031.98919,-0.150925636,28800.49008,11,1,4,8,118469.03
B02.2,带状疱疹累及其他神经系统,0.409,229783.13,174095.0596,-55688.07044,-0.242350561,12957.32327,39,2,13,36,58730.04
M51.2:81.0800x017,其他特指的椎间盘移位:后外侧入路腰骶椎融合术,5.014,298817.68,243133.558,-55684.12195,-0.18634815,20056,4,0,0,4,126461.86
M48.0,椎管狭窄,0.554,317520.93,261919.2811,-55601.64885,-0.17511176,21926.20717,37,2,5,31,45801.47
I61.0:03.3101,大脑半球的脑内出血，皮质下:腰椎穿刺术,3.422,174405.46,119280.6292,-55124.83083,-0.31607285,9552.887926,2,1,0,2,177023.42
D13.1:43.4105,胃良性肿瘤:内镜下胃息肉切除术,0.73,490909.73,435812.893,-55096.83703,-0.112234152,37566.59514,16,14,0,15,172728.74
R:ZLXCZ,症状、体征和临床与实验室异常所见，不可归类在他处者:治疗性操作,1.992,293189.22,238118.4472,-55070.77283,-0.187833553,17028.83951,9,2,2,7,151991.27
I48.0,阵发性心房颤动,0.427,237581.04,183087.3702,-54493.66983,-0.229368765,14933.89635,35,2,3,31,54012.73
Z51.0:50.1100x005,放射治疗疗程:经皮肝穿刺活检,5.799,332284.91,277931.9151,-54352.99494,-0.163573468,20452.76624,3,1,0,3,337897.83
G45:ZLXCZ,短暂性大脑缺血性发作和相关的综合征:治疗性操作,1.226,560916.04,506629.7329,-54286.30712,-0.09678152,47472.58901,51,1,20,36,123353.14
Q21.0:35.7200x001,室间隔缺损:室间隔缺损修补术,5.09,751297.6,697092.197,-54205.40296,-0.072149043,66170,13,0,0,11,274645.82
M43:SS,其他变形性背部病:相关手术,4.27,315179.84,261122.1443,-54057.69566,-0.171513812,20446.63203,5,2,1,3,119075.5
I61.8:01.0900x009+03.3101,其他脑内出血:脑室钻孔引流术+腰椎穿刺术,6.891,138934.1,85075.80287,-53858.29713,-0.38765355,7044.824159,1,1,0,1,170006.16
S83.2:81.4700x005,半月板撕裂，近期的:膝关节镜下半月板成形术,1.415,545315.9,491796.0637,-53519.83626,-0.098144647,43610.42861,30,4,0,19,137446.77
T81:SS,操作并发症，不可归类在他处者:相关手术,1.662,284397.45,231323.4571,-53073.99287,-0.186619088,18840.60893,14,2,5,11,84768.43
K51.9:45.2302,未特指的溃疡性结肠炎:电子结肠镜检查,0.766,348588.64,295531.2098,-53057.43016,-0.152206424,26491.74907,33,2,0,23,82728.58
S72:SS,股骨骨折:相关手术,3.751,331937.76,278921.9978,-53015.76223,-0.159715973,25752.20719,5,1,0,3,121146.12
K74.6,其他和未特指的肝硬变,0.851,487135.33,434722.7173,-52412.61272,-0.107593536,36627.92656,37,2,9,25,149467.74
D13:SS,消化系统其他和不明确部位的良性肿瘤:相关手术,4.411,331752.05,279390.3399,-52361.71009,-0.157833871,24782.54456,10,0,6,9,79494.55
M41.9:81.0800x016,未特指的脊柱侧弯:后外侧入路腰椎融合术,7.608,470324.57,418130.4248,-52194.14525,-0.110974737,38040,5,0,0,4,171350.76
M48.0:81.0801,椎管狭窄:腰椎椎体间融合术，后入路,4.532,205672.62,153689.4224,-51983.19759,-0.252747291,11619.79525,2,1,0,2,124595.85
M17.0,原发性双侧膝关节病,0.531,147341.37,95608.04604,-51733.32396,-0.351112006,7617.433558,15,2,3,12,24373.81
N:ZLXCZ,泌尿生殖系统疾病:治疗性操作,0.841,251912.8,200325.2244,-51587.57556,-0.204783463,13980.82835,12,1,2,11,140008.84
K29.5:44.1300x001,未特指的慢性胃炎:胃镜检查,0.578,450550,399546.7486,-51003.25143,-0.113202201,37079.25028,66,1,4,43,107630.31
J85:ZLXCZ,肺和纵隔脓肿:治疗性操作,2.631,170689.72,119805.5194,-50884.20056,-0.298109345,9728.938789,4,1,1,3,49313.48
D12.8:45.4302,直肠良性肿瘤:内镜下结肠病损切除术,0.796,429132.52,378578.1905,-50554.32949,-0.117805869,34733.93502,40,4,0,28,120794.96
M43.0:79.8900x006,脊椎骨脱离:腰椎脱位切开复位内固定术,4.5,229126.57,178683.6655,-50442.90445,-0.220153012,14592.17488,3,1,0,3,139382.14
R91.X,肺诊断性影像检查的异常所见,0.593,279545.56,229158.1069,-50387.45307,-0.180247732,19354.69538,37,1,7,26,41923.91
K22:SS,食管的其他疾病:相关手术,3.525,183196.69,133016.1684,-50180.52158,-0.273916093,11951.5186,2,1,1,2,49540.46
K80.3:51.8805,胆管结石伴有胆管炎:腹腔镜-胆道镜联合探查取石术,2.989,382727.08,332648.076,-50079.00402,-0.13084782,30250.70507,10,1,0,9,121294.59
S72.4:79.3500x016,股骨下端骨折:股骨骨折切开复位钢板内固定术,2.691,268644.79,218648.3736,-49996.41639,-0.186106034,17822.10057,6,1,0,5,112466.05
M47.1:03.0900x003,其他的脊椎关节强硬伴有脊髓病:颈椎后路单开门椎管减压术,3.576,372818.85,322933.6887,-49885.16135,-0.133805362,26667.7001,3,2,0,2,280871.94
D12.0:45.4302,盲肠良性肿瘤:内镜下结肠病损切除术,0.909,696083.39,646723.1322,-49360.25778,-0.070911415,61685.40027,67,3,1,41,192196.84
M80.9:81.6600x003,未特指的骨质疏松伴有病理性骨折:胸椎骨折球囊扩张成形术,2.593,197700.96,148648.6483,-49052.31167,-0.248113675,13081.51705,4,2,0,4,97131.89
A41:SS,其他脓毒症:相关手术,4.62,359135.56,310237.6249,-48897.93507,-0.136154535,26783.19383,2,2,0,2,332556.03
N04.9,肾病综合征:未特指,0.535,212657.16,163799.9156,-48857.24445,-0.229746529,13394.67267,22,7,5,18,55622.95
C34.3:33.2600x002,下叶，支气管或肺的恶性肿瘤:经皮针吸肺活检,1.834,267999.42,219198.0881,-48801.33187,-0.182094916,18700.63149,8,2,1,7,98898.63
E41.X,营养性消瘦,0.74,113836.86,65192.68642,-48644.17358,-0.427314787,4928.711763,6,3,0,6,63498.23
D12.2:43.4105+45.4302,升结肠良性肿瘤:内镜下胃息肉切除术+内镜下结肠病损切除术,0.942,768166.16,719926.9674,-48239.19263,-0.062797862,68782.33273,73,1,0,43,222492.86
D69:ZLXCZ,紫癜和其他出血性情况:治疗性操作,2.744,234121.11,185911.1956,-48209.91442,-0.205918699,15652.65411,7,0,2,5,95235.81
S22.0:03.5304,胸椎骨折:胸椎骨折切开复位内固定术,4.236,312755.93,264633.273,-48122.65703,-0.15386649,23178.13886,5,1,0,4,169630.31
G51.3:04.4204,阵挛性半面痉挛:面神经微血管减压术,3.165,345166.07,297265.9169,-47900.15314,-0.138774223,25320,8,0,0,7,141975.83
K80.1:51.2300,胆囊结石伴有其他胆囊炎:腹腔镜下胆囊切除术,1.621,417038.44,369603.9785,-47434.46152,-0.113741221,35172.21584,21,1,0,13,121089.38
K80.1,胆囊结石伴有其他胆囊炎,0.496,176895.86,129509.8262,-47386.03384,-0.267875313,10644.22241,21,1,0,17,36816.84
I83:SS,下肢静脉曲张:相关手术,1.464,785852.58,738596.5623,-47256.01765,-0.060133438,65880,45,0,0,45,209663.5
Q25.0:39.7800x008,动脉导管未闭:经皮动脉导管未闭封堵术,2.506,211897.23,164825.9188,-47071.31122,-0.222142174,11233.95211,4,3,0,4,90450.22
C50.9:86.0701,四肢皮肤和皮下组织良性脂肪瘤样肿瘤:静脉输液港植入术,2.545,204994.66,158046.3965,-46948.26351,-0.229021885,12725,5,0,0,5,98590.2
C16.3:40.5911+43.7x03,幽门窦恶性肿瘤:腹腔镜腹腔淋巴结清扫术+腹腔镜胃大部切除伴胃空肠吻合术,6.603,352309.09,305723.0668,-46586.0232,-0.132230546,26412,4,0,0,4,151977.02
I65.0:00.6400x009,椎动脉闭塞和狭窄:经皮椎动脉支架置入术,5.296,684217.84,637772.0247,-46445.8153,-0.06788162,53823.96185,6,0,0,4,212098.58
I33.0,急性和亚急性感染性心内膜炎,1.534,177581.99,131386.834,-46195.15598,-0.26013424,10115.57398,6,2,0,5,87726.33
M17.9,未特指的膝关节病,0.436,183943.54,137809.385,-46134.15502,-0.250806063,10551.6565,22,5,1,17,33510.91
I21.0:00.6601+88.5500,前壁急性透壁性心肌梗死:经皮冠状动脉药物球囊血管内成形术+单根导管的冠状动脉造影术,4.117,402378.34,356330.5967,-46047.74331,-0.114438922,32936,8,0,0,4,161506.43
Z51.0:92.2900x001,放射治疗疗程:放射治疗,2.713,213240.91,167415.1324,-45825.77759,-0.214901435,11657.03696,3,1,0,3,260278.26
K31.7:44.1401,胃和十二指肠息肉:胃镜下活组织检查,0.736,745243.92,699455.3044,-45788.61561,-0.061441113,66928.03723,91,2,1,48,197529.71
I61.0:01.3900x009,大脑半球的脑内出血，皮质下:脑内血肿清除术,7.047,262542.29,216923.6893,-45618.60072,-0.173757153,19287.37859,1,1,0,1,329830.27
J84.1,其他间质性肺病伴有纤维化,0.954,195070.25,149526.0541,-45544.19592,-0.233475868,13231.31124,13,2,0,10,52383.23
S32.0:81.6600x001,腰椎骨折:经皮穿刺脊柱后凸成形术,2.276,417818.94,372377.4093,-45441.53065,-0.108758906,34140,15,0,0,11,94566.46
S82.2:79.3600x013,胫骨骨干骨折:胫骨骨折切开复位钢板内固定术,2.269,268905.3,223978.578,-44926.722,-0.167072654,18243.80497,8,1,0,7,78294.51
M48.0:81.0800x018,椎管狭窄:经椎间孔入路腰椎体融合术,5.066,174711,129913.7056,-44797.29435,-0.256407979,10132,2,0,0,2,112660.95
C73.X:06.4x00,甲状腺恶性肿瘤:甲状腺全部切除术,1.932,417790.24,373001.3899,-44788.85007,-0.107204156,34776,18,0,0,13,154385.45
I61.3,脑干的脑内出血,1.745,129979.47,85295.92992,-44683.54008,-0.343773829,7735.025981,5,1,3,4,57304.56
Q:SS,先天性畸形、变形和染色体异常:手术操作,2.165,531909.55,487377.5145,-44532.03554,-0.083721068,37649.50356,20,1,9,16,143282.35
M48:SS,其他脊椎病:相关手术,4.229,474463.88,429961.5603,-44502.3197,-0.093794958,39300.69241,10,0,1,7,109066.86
I63.5:88.4100,大脑动脉未特指的闭塞或狭窄引起的脑梗死:脑动脉造影术,1.745,487476.47,443028.9533,-44447.51673,-0.091178794,37850.07814,10,1,0,8,110203.79
B49.X,未特指的真菌病,0.983,541893.72,497470.3986,-44423.32136,-0.081977923,42737.96107,9,4,2,6,112773.63
Z43.2:46.5100x002,回肠造口维护:回肠造口还纳术,2.178,163360.96,119171.3705,-44189.58952,-0.270502754,9851.967254,3,3,0,3,91870.19
I67.1:39.7205,脑动脉瘤，未破裂:经导管颅内动脉瘤支架辅助栓塞术,15.211,390965.64,346849.2918,-44116.34816,-0.112839451,30422,2,0,0,2,227441.59
G92.X,中毒性脑病,0.876,380657.22,336805.9177,-43851.30231,-0.115198924,30597.13001,35,1,3,27,126653.8
D61.1,药物性再生障碍性贫血,0.773,352185.05,309003.3367,-43181.7133,-0.122610864,26682.50753,24,7,3,15,111139.2
C18.2:17.3300,升结肠恶性肿瘤:腹腔镜右半结肠切除术,5.827,248020.46,205261.9535,-42758.50653,-0.17239911,17481,3,0,0,3,129962.97
M51.2:03.0914,其他特指的椎间盘移位:椎间盘镜下椎管减压术,1.722,294147.9,251414.4841,-42733.4159,-0.145278671,21201.49334,6,5,0,5,91084.98
I66.0:88.4100,大脑中动脉闭塞和狭窄:脑动脉造影术,1.027,201746.83,159236.941,-42509.88899,-0.21070908,12082.52471,9,6,0,9,70328.76
I97.1,心脏外科手术后的其他功能性障碍,0.723,233000.2,190574.1462,-42426.05384,-0.182085912,16969.2197,21,4,1,18,56584.94
I63.5:00.6200x005,大脑动脉未特指的闭塞或狭窄引起的脑梗死:经皮大脑中动脉球囊扩张成形术,9.126,165247.62,122931.4577,-42316.16232,-0.256077288,9126,1,0,0,1,182611.93
C34.3:99.2503,下叶，支气管或肺的恶性肿瘤:静脉注射化疗药物,1.674,165463.23,123326.8666,-42136.36339,-0.254656962,9568.97077,3,2,0,3,135934.75
S32:SS,腰椎和骨盆骨折:相关手术,3.614,214122.22,172019.8397,-42102.38032,-0.196627797,13276.61234,5,0,2,5,88965.92
C25:ZLXCZ,胰恶性肿瘤:治疗性操作,3.457,259873.47,217801.0193,-42072.4507,-0.161895905,18769.15158,6,1,1,4,196699.9
C16.0:40.5911,贲门恶性肿瘤:腹腔镜腹腔淋巴结清扫术,7.953,310062.57,268147.5156,-41915.05439,-0.135182568,23859,3,0,0,3,146704.12
N:ZDXCZ,泌尿生殖系统疾病:诊断性操作,0.859,304216.33,262555.8851,-41660.44487,-0.136943487,23589.00833,28,0,1,19,70304.05
G93.1,缺氧性脑损害，不可归类在他处者,0.968,130252.18,88615.59733,-41636.58267,-0.319661311,6782.907713,7,3,3,5,49334.45
K51.9,未特指的溃疡性结肠炎,0.564,276071.27,234672.6883,-41398.58167,-0.149956139,21644.35305,37,1,0,29,25281.77
D48:SS,其他和未特指部位的动态未定或动态未知的肿瘤:相关手术,2.197,200302.53,159032.1748,-41270.35517,-0.206040109,13382.83129,5,1,2,5,77171.59
C16.9:44.1401,未特指的胃恶性肿瘤:胃镜下活组织检查,0.985,230999.18,189853.3564,-41145.82361,-0.178121081,15820.31308,16,1,0,12,47660.1
C34.9:96.0400,未特指的支气管或肺恶性肿瘤:气管内插管,2.383,104481.39,63380.29896,-41101.09104,-0.393381932,4766,2,0,0,2,77999.7
D50.9,未特指的缺铁性贫血,0.591,209514.52,168415.1342,-41099.38576,-0.196164857,14377.72288,25,0,1,19,52670.57
J96.9:96.0400,未特指的呼吸衰竭:气管内插管,3.058,96147.88,55315.22823,-40832.65177,-0.424685929,4535.581241,1,1,0,1,120687.37
M47.2,其他的脊椎关节强硬伴有神经根病,0.418,156390.27,115559.0623,-40831.20765,-0.261085345,8798.514861,19,3,0,14,29133.82
K62.3:49.4901,直肠脱垂:痔上直肠黏膜环形切除吻合术（PPH术）,0.958,331147.28,290727.4829,-40419.79709,-0.12205988,25500.87727,26,2,0,21,93571.81
K85:ZLXCZ,急性胰腺炎:治疗性操作,3.254,172302.97,132068.4723,-40234.49766,-0.233510181,10490.74946,2,1,0,1,68723.52
I63.2:39.7400x002+96.0400,入脑前动脉未特指的闭塞或狭窄引起的脑梗死:经皮颅内动脉取栓术+气管内插管,10.419,170297.88,130069.7812,-40228.09882,-0.236221959,10419,1,0,0,1,189436.84
I21.4,急性心内膜下心肌梗死,0.946,246966.29,206766.4517,-40199.83833,-0.162774597,16837.66845,20,3,4,16,68552.23
I61.0:01.0900x007,大脑半球的脑内出血，皮质下:立体定向颅内血肿穿刺引流术,5.018,111454.02,71304.74108,-40149.27892,-0.36023177,6161.42697,1,1,0,1,143661.25
K61.0:49.0400x008,肛门脓肿:肛周脓肿根治术,0.761,377170.02,337190.525,-39979.49501,-0.105998603,31166.83765,39,3,0,23,136316.6
H81:ZDXCZ,前庭功能疾患:诊断性操作,0.986,299434.75,259460.2278,-39974.52219,-0.133499943,23918.9096,25,1,2,15,60398.57
I63.9:96.7201,未特指的脑梗死:呼吸机治疗[大于等于96小时],6.14,259880.67,220027.1759,-39853.49407,-0.153353053,19927.40404,1,1,0,1,368616.88
M51.2:80.5110+80.5900x001,其他特指的椎间盘移位:内镜下腰椎间盘切除术+椎间盘射频消融术,2.297,173377.39,134067.4504,-39309.93962,-0.226730484,10359.82448,4,2,0,4,86196.13
I50.0,充血性心力衰竭,0.627,123899.36,84754.90182,-39144.45818,-0.315937533,6495.710485,11,1,1,10,33965.45
I80.2:39.9000x011,下肢其他深部脉管的静脉炎和血栓性静脉炎:髂静脉支架置入术,4.85,105007.69,65976.90591,-39030.78409,-0.371694531,5682.826018,1,1,0,1,151792.02
N17:ZLXCZ,急性肾衰竭:治疗性操作,3.834,322423.1,283608.461,-38814.63901,-0.120384175,21118.14391,3,2,0,1,137173.9
N18.5:38.9502,慢性肾脏疾病，5期:为肾透析的临时静脉插管术,1.783,176719.85,137945.7529,-38774.09708,-0.219409971,12376.93449,3,3,0,3,106833.39
C92.0:41.3100,急性髓母细胞白血病（AML):骨髓活组织检查,2.695,161327.18,122557.3406,-38769.83941,-0.240318088,11237.25623,5,1,2,4,45836.81
R40.2,未特指的昏迷,0.624,981148.34,942422.7734,-38725.56657,-0.039469635,73179.66161,18,4,0,7,488732.72
D12.6:45.4302+45.4307,未特指的结肠良性肿瘤:内镜下结肠病损切除术+内镜下结肠黏膜切除术(EMR),0.911,273990.2,235286.3439,-38703.85614,-0.141260002,21949.72254,24,2,0,19,72053.31
K56:SS,麻痹性肠梗阻和不伴有疝的肠梗阻:相关手术,3.906,119780.16,81114.04613,-38666.11387,-0.322809002,6005.371211,2,1,1,2,122419.19
D17:SS,良性脂肪瘤样肿瘤:相关手术,0.848,180330.61,141710.0482,-38620.56176,-0.214165314,11338.90825,15,2,4,12,58521.13
D37.5:48.3600x003,直肠动态未定或动态未知的肿瘤:内镜下直肠黏膜下剥离术(ESD),2.109,388940.2,350452.6628,-38487.53725,-0.098954897,31635,15,0,0,13,120423.95
I63.2:88.4100,入脑前动脉未特指的闭塞或狭窄引起的脑梗死:脑动脉造影术,1.656,583988.97,545716.6415,-38272.32848,-0.065536047,47609.48646,13,1,0,8,116443.68
I63.5:99.1005,大脑动脉未特指的闭塞或狭窄引起的脑梗死:脑动脉血栓溶解剂灌注,1.707,194337,156071.1808,-38265.81924,-0.196904446,12287.82786,7,1,0,7,64042.76
I61.1:01.2408,大脑半球的脑内出血，皮质的:颅内血肿清除术,6.858,324007.85,285744.7937,-38263.05629,-0.118092992,29089.53143,3,1,0,1,143822.88
M87.8:81.5100,其他的骨坏死:全髋关节置换,3.908,524245.56,486098.0584,-38147.50161,-0.072766475,46896,12,0,0,8,160015.49
